,name,x1,x2,y1,y2,classname,image
9677,3404.png,517,276,633,414,face_with_mask,"[[[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [55 55 55]
  [55 55 55]
  [55 55 55]]

 [[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [55 55 55]
  [55 55 55]
  [55 55 55]]

 [[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [24 38 23]
  [10 25 12]
  [ 0 15  4]]

 ...

 [[57 46 37]
  [55 44 33]
  [56 45 34]
  ...
  [62 61 67]
  [63 62 68]
  [64 63 69]]

 [[60 49 39]
  [58 47 36]
  [57 46 36]
  ...
  [55 54 60]
  [55 54 60]
  [56 55 61]]

 [[56 46 36]
  [56 45 35]
  [57 47 36]
  ...
  [52 51 57]
  [51 50 56]
  [51 50 56]]]"
9678,3404.png,25,331,133,463,face_with_mask,"[[[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [55 55 55]
  [55 55 55]
  [55 55 55]]

 [[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [55 55 55]
  [55 55 55]
  [55 55 55]]

 [[64 64 64]
  [64 64 64]
  [64 64 64]
  ...
  [24 38 23]
  [10 25 12]
  [ 0 15  4]]

 ...

 [[57 46 37]
  [55 44 33]
  [56 45 34]
  ...
  [62 61 67]
  [63 62 68]
  [64 63 69]]

 [[60 49 39]
  [58 47 36]
  [57 46 36]
  ...
  [55 54 60]
  [55 54 60]
  [56 55 61]]

 [[56 46 36]
  [56 45 35]
  [57 47 36]
  ...
  [52 51 57]
  [51 50 56]
  [51 50 56]]]"
9684,2543.png,193,5,357,206,face_with_mask,"[[[212 184 155]
  [214 186 157]
  [215 190 161]
  ...
  [152 129 173]
  [154 126 170]
  [156 124 167]]

 [[211 182 154]
  [213 185 157]
  [215 189 161]
  ...
  [153 128 172]
  [154 126 169]
  [156 124 166]]

 [[211 182 155]
  [213 185 158]
  [213 187 159]
  ...
  [155 129 172]
  [155 126 168]
  [156 123 165]]

 ...

 [[214 188 167]
  [212 188 169]
  [211 189 170]
  ...
  [139 127 122]
  [135 124 119]
  [132 121 116]]

 [[213 188 167]
  [212 188 169]
  [211 188 170]
  ...
  [139 127 121]
  [136 124 118]
  [132 121 116]]

 [[212 187 168]
  [212 188 169]
  [210 188 170]
  ...
  [139 128 121]
  [136 124 118]
  [133 121 116]]]"
9686,4693.png,238,0,707,490,face_with_mask,"[[[ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]

 [[ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]

 [[238 243 244]
  [238 243 244]
  [237 242 243]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]

 ...

 [[178 186 199]
  [178 186 199]
  [177 185 198]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]

 [[179 187 200]
  [179 187 200]
  [178 186 199]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]

 [[177 186 199]
  [177 186 199]
  [176 184 198]
  ...
  [ 33  33  36]
  [ 33  33  36]
  [ 33  33  36]]]"
9691,3188.png,399,155,513,304,face_with_mask,"[[[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [188 182 189]
  [190 183 191]
  [191 184 193]]

 [[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [188 182 190]
  [188 182 190]
  [191 184 193]]

 [[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [191 184 193]
  [191 184 193]
  [191 184 194]]

 ...

 [[125  90  82]
  [125  89  80]
  [125  89  78]
  ...
  [ 81  72  72]
  [128 120 120]
  [154 146 146]]

 [[125  90  82]
  [126  90  81]
  [125  89  78]
  ...
  [ 71  62  61]
  [115 106 105]
  [154 145 144]]

 [[125  90  82]
  [125  89  80]
  [124  89  77]
  ...
  [ 77  67  66]
  [104  94  92]
  [140 131 128]]]"
9692,3188.png,50,191,167,318,face_with_mask,"[[[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [188 182 189]
  [190 183 191]
  [191 184 193]]

 [[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [188 182 190]
  [188 182 190]
  [191 184 193]]

 [[ 36  37  47]
  [ 36  37  47]
  [ 36  37  47]
  ...
  [191 184 193]
  [191 184 193]
  [191 184 194]]

 ...

 [[125  90  82]
  [125  89  80]
  [125  89  78]
  ...
  [ 81  72  72]
  [128 120 120]
  [154 146 146]]

 [[125  90  82]
  [126  90  81]
  [125  89  78]
  ...
  [ 71  62  61]
  [115 106 105]
  [154 145 144]]

 [[125  90  82]
  [125  89  80]
  [124  89  77]
  ...
  [ 77  67  66]
  [104  94  92]
  [140 131 128]]]"
9701,4723.png,165,30,238,131,face_with_mask,"[[[ 90  78  79]
  [ 93  80  82]
  [ 91  79  80]
  ...
  [157 164 173]
  [179 186 195]
  [187 194 203]]

 [[ 85  73  75]
  [ 83  71  72]
  [ 82  69  71]
  ...
  [158 165 174]
  [179 186 195]
  [192 199 207]]

 [[ 74  63  64]
  [ 72  60  62]
  [ 69  57  58]
  ...
  [160 167 176]
  [178 185 193]
  [194 201 210]]

 ...

 [[ 86  83  89]
  [ 86  83  89]
  [ 86  83  89]
  ...
  [109 114 129]
  [106 112 128]
  [105 110 125]]

 [[ 81  78  83]
  [ 81  78  83]
  [ 81  78  83]
  ...
  [107 113 128]
  [104 109 125]
  [102 108 123]]

 [[ 80  77  81]
  [ 80  77  81]
  [ 80  77  81]
  ...
  [105 110 125]
  [102 108 123]
  [102 108 123]]]"
9702,4723.png,386,73,466,161,face_with_mask,"[[[ 90  78  79]
  [ 93  80  82]
  [ 91  79  80]
  ...
  [157 164 173]
  [179 186 195]
  [187 194 203]]

 [[ 85  73  75]
  [ 83  71  72]
  [ 82  69  71]
  ...
  [158 165 174]
  [179 186 195]
  [192 199 207]]

 [[ 74  63  64]
  [ 72  60  62]
  [ 69  57  58]
  ...
  [160 167 176]
  [178 185 193]
  [194 201 210]]

 ...

 [[ 86  83  89]
  [ 86  83  89]
  [ 86  83  89]
  ...
  [109 114 129]
  [106 112 128]
  [105 110 125]]

 [[ 81  78  83]
  [ 81  78  83]
  [ 81  78  83]
  ...
  [107 113 128]
  [104 109 125]
  [102 108 123]]

 [[ 80  77  81]
  [ 80  77  81]
  [ 80  77  81]
  ...
  [105 110 125]
  [102 108 123]
  [102 108 123]]]"
9703,4723.png,563,66,601,112,face_with_mask,"[[[ 90  78  79]
  [ 93  80  82]
  [ 91  79  80]
  ...
  [157 164 173]
  [179 186 195]
  [187 194 203]]

 [[ 85  73  75]
  [ 83  71  72]
  [ 82  69  71]
  ...
  [158 165 174]
  [179 186 195]
  [192 199 207]]

 [[ 74  63  64]
  [ 72  60  62]
  [ 69  57  58]
  ...
  [160 167 176]
  [178 185 193]
  [194 201 210]]

 ...

 [[ 86  83  89]
  [ 86  83  89]
  [ 86  83  89]
  ...
  [109 114 129]
  [106 112 128]
  [105 110 125]]

 [[ 81  78  83]
  [ 81  78  83]
  [ 81  78  83]
  ...
  [107 113 128]
  [104 109 125]
  [102 108 123]]

 [[ 80  77  81]
  [ 80  77  81]
  [ 80  77  81]
  ...
  [105 110 125]
  [102 108 123]
  [102 108 123]]]"
9708,4723.png,466,46,505,92,face_with_mask,"[[[ 90  78  79]
  [ 93  80  82]
  [ 91  79  80]
  ...
  [157 164 173]
  [179 186 195]
  [187 194 203]]

 [[ 85  73  75]
  [ 83  71  72]
  [ 82  69  71]
  ...
  [158 165 174]
  [179 186 195]
  [192 199 207]]

 [[ 74  63  64]
  [ 72  60  62]
  [ 69  57  58]
  ...
  [160 167 176]
  [178 185 193]
  [194 201 210]]

 ...

 [[ 86  83  89]
  [ 86  83  89]
  [ 86  83  89]
  ...
  [109 114 129]
  [106 112 128]
  [105 110 125]]

 [[ 81  78  83]
  [ 81  78  83]
  [ 81  78  83]
  ...
  [107 113 128]
  [104 109 125]
  [102 108 123]]

 [[ 80  77  81]
  [ 80  77  81]
  [ 80  77  81]
  ...
  [105 110 125]
  [102 108 123]
  [102 108 123]]]"
9709,1960.jpg,261,33,411,253,face_with_mask,"[[[ 61  47  44]
  [ 66  52  49]
  [ 77  59  55]
  ...
  [ 75  83  42]
  [ 69  79  45]
  [ 63  74  42]]

 [[ 74  60  57]
  [ 80  65  62]
  [ 89  71  67]
  ...
  [ 78  85  44]
  [ 69  79  44]
  [ 63  74  42]]

 [[ 87  72  69]
  [ 91  76  73]
  [100  82  78]
  ...
  [ 83  88  47]
  [ 73  80  46]
  [ 66  76  42]]

 ...

 [[223 225 224]
  [222 224 223]
  [221 223 222]
  ...
  [ 26  27  31]
  [ 27  28  32]
  [ 27  28  32]]

 [[220 222 221]
  [220 222 221]
  [219 221 220]
  ...
  [ 27  28  32]
  [ 29  30  34]
  [ 29  30  34]]

 [[218 220 219]
  [216 218 217]
  [214 216 215]
  ...
  [ 24  25  29]
  [ 27  28  32]
  [ 28  29  33]]]"
9711,1960.jpg,41,26,187,260,face_with_mask,"[[[ 61  47  44]
  [ 66  52  49]
  [ 77  59  55]
  ...
  [ 75  83  42]
  [ 69  79  45]
  [ 63  74  42]]

 [[ 74  60  57]
  [ 80  65  62]
  [ 89  71  67]
  ...
  [ 78  85  44]
  [ 69  79  44]
  [ 63  74  42]]

 [[ 87  72  69]
  [ 91  76  73]
  [100  82  78]
  ...
  [ 83  88  47]
  [ 73  80  46]
  [ 66  76  42]]

 ...

 [[223 225 224]
  [222 224 223]
  [221 223 222]
  ...
  [ 26  27  31]
  [ 27  28  32]
  [ 27  28  32]]

 [[220 222 221]
  [220 222 221]
  [219 221 220]
  ...
  [ 27  28  32]
  [ 29  30  34]
  [ 29  30  34]]

 [[218 220 219]
  [216 218 217]
  [214 216 215]
  ...
  [ 24  25  29]
  [ 27  28  32]
  [ 28  29  33]]]"
9715,4077.png,370,18,452,149,face_with_mask,"[[[159 151 154]
  [159 151 154]
  [160 150 154]
  ...
  [ 81  75  68]
  [ 81  76  69]
  [ 81  75  68]]

 [[161 149 153]
  [160 148 152]
  [160 148 152]
  ...
  [ 70  65  58]
  [ 74  68  61]
  [ 76  71  64]]

 [[161 147 151]
  [161 146 151]
  [160 144 150]
  ...
  [ 60  54  48]
  [ 66  60  54]
  [ 70  64  58]]

 ...

 [[ 53  45  38]
  [ 61  53  45]
  [ 69  60  51]
  ...
  [159 154 145]
  [174 169 162]
  [183 178 173]]

 [[ 55  47  40]
  [ 62  54  45]
  [ 69  60  51]
  ...
  [158 153 145]
  [174 169 162]
  [183 178 173]]

 [[ 58  50  42]
  [ 63  55  47]
  [ 69  59  51]
  ...
  [156 151 143]
  [172 167 161]
  [182 177 172]]]"
9717,3725.png,257,62,306,115,face_with_mask,"[[[150 144 144]
  [152 147 147]
  [152 147 147]
  ...
  [120 129  96]
  [119 128  95]
  [118 128  95]]

 [[150 144 144]
  [152 147 147]
  [152 147 147]
  ...
  [119 128  96]
  [120 129  97]
  [120 130  98]]

 [[151 145 146]
  [151 145 146]
  [154 148 148]
  ...
  [120 129  98]
  [121 130  99]
  [121 131 100]]

 ...

 [[127 118 115]
  [133 124 122]
  [139 130 126]
  ...
  [123 112 106]
  [124 113 108]
  [124 113 108]]

 [[127 118 115]
  [133 124 120]
  [137 129 125]
  ...
  [123 112 106]
  [123 112 106]
  [123 112 106]]

 [[127 118 115]
  [130 121 118]
  [137 129 125]
  ...
  [121 110 106]
  [121 110 106]
  [121 110 106]]]"
9720,2400.png,302,37,416,221,face_with_mask,"[[[ 30  66  76]
  [ 30  66  76]
  [ 30  66  76]
  ...
  [ 33  69  78]
  [ 33  69  78]
  [ 33  69  78]]

 [[ 92 200 231]
  [ 92 200 231]
  [ 92 200 231]
  ...
  [101 211 239]
  [101 211 239]
  [101 211 239]]

 [[ 92 200 231]
  [ 92 200 231]
  [ 92 200 231]
  ...
  [101 211 239]
  [101 211 239]
  [101 211 239]]

 ...

 [[ 25 113 162]
  [ 25 113 162]
  [ 25 113 162]
  ...
  [130 178 198]
  [ 65 129 156]
  [ 84 156 187]]

 [[ 25 113 162]
  [ 25 113 162]
  [ 25 113 162]
  ...
  [ 52 110 133]
  [128 186 209]
  [182 241 254]]

 [[ 25 113 162]
  [ 25 113 162]
  [ 25 113 162]
  ...
  [175 218 229]
  [213 251 255]
  [146 202 220]]]"
9722,2540.png,99,15,404,417,face_with_mask,"[[[ 92 104  83]
  [ 89 101  79]
  [102 111  90]
  ...
  [233 255 253]
  [231 255 253]
  [231 255 253]]

 [[ 83  95  71]
  [ 85  97  73]
  [ 95 105  81]
  ...
  [231 255 253]
  [231 255 253]
  [231 255 253]]

 [[ 93 106  80]
  [ 91 104  78]
  [ 89  99  75]
  ...
  [231 255 253]
  [231 255 253]
  [231 255 253]]

 ...

 [[ 40  82  83]
  [ 41  83  84]
  [ 40  82  84]
  ...
  [ 42  83  84]
  [ 42  83  84]
  [ 42  83  84]]

 [[ 45  91  93]
  [ 45  92  93]
  [ 45  91  93]
  ...
  [ 46  93  94]
  [ 47  92  93]
  [ 47  92  93]]

 [[ 44  91  93]
  [ 44  91  92]
  [ 44  90  92]
  ...
  [ 46  92  93]
  [ 46  91  93]
  [ 46  91  93]]]"
9723,2540.png,339,217,660,622,face_with_mask,"[[[ 92 104  83]
  [ 89 101  79]
  [102 111  90]
  ...
  [233 255 253]
  [231 255 253]
  [231 255 253]]

 [[ 83  95  71]
  [ 85  97  73]
  [ 95 105  81]
  ...
  [231 255 253]
  [231 255 253]
  [231 255 253]]

 [[ 93 106  80]
  [ 91 104  78]
  [ 89  99  75]
  ...
  [231 255 253]
  [231 255 253]
  [231 255 253]]

 ...

 [[ 40  82  83]
  [ 41  83  84]
  [ 40  82  84]
  ...
  [ 42  83  84]
  [ 42  83  84]
  [ 42  83  84]]

 [[ 45  91  93]
  [ 45  92  93]
  [ 45  91  93]
  ...
  [ 46  93  94]
  [ 47  92  93]
  [ 47  92  93]]

 [[ 44  91  93]
  [ 44  91  92]
  [ 44  90  92]
  ...
  [ 46  92  93]
  [ 46  91  93]
  [ 46  91  93]]]"
9728,4433.png,70,28,224,190,face_no_mask,"[[[184 169 138]
  [185 170 139]
  [185 170 139]
  ...
  [196 164 119]
  [201 169 123]
  [199 167 123]]

 [[185 170 137]
  [185 170 138]
  [185 170 138]
  ...
  [196 168 122]
  [201 172 127]
  [197 170 126]]

 [[185 170 137]
  [185 170 137]
  [185 170 137]
  ...
  [196 171 125]
  [199 175 129]
  [197 173 129]]

 ...

 [[234 232 217]
  [232 230 217]
  [230 228 215]
  ...
  [198 181 160]
  [175 158 138]
  [106  88  68]]

 [[237 235 220]
  [235 233 220]
  [233 231 218]
  ...
  [195 179 156]
  [192 175 154]
  [133 116  97]]

 [[239 237 222]
  [238 236 223]
  [237 235 222]
  ...
  [191 175 151]
  [197 181 159]
  [168 151 132]]]"
9729,4658.png,257,179,393,337,face_with_mask,"[[[164 158 133]
  [114 109  88]
  [ 96  92  73]
  ...
  [172 165 137]
  [169 163 134]
  [173 167 137]]

 [[125 119  93]
  [ 97  94  74]
  [ 80  78  62]
  ...
  [172 165 136]
  [168 162 133]
  [170 163 134]]

 [[102  96  71]
  [ 86  84  66]
  [ 54  55  42]
  ...
  [170 162 132]
  [164 156 127]
  [164 155 126]]

 ...

 [[231 209 206]
  [233 211 207]
  [229 206 203]
  ...
  [ 80  72  54]
  [ 77  69  52]
  [ 83  75  57]]

 [[232 208 206]
  [233 208 207]
  [234 209 207]
  ...
  [ 81  75  56]
  [ 89  82  62]
  [106 100  79]]

 [[233 207 206]
  [235 209 208]
  [235 209 208]
  ...
  [ 98  93  73]
  [113 109  87]
  [138 134 112]]]"
9730,4658.png,396,204,715,607,face_with_mask,"[[[164 158 133]
  [114 109  88]
  [ 96  92  73]
  ...
  [172 165 137]
  [169 163 134]
  [173 167 137]]

 [[125 119  93]
  [ 97  94  74]
  [ 80  78  62]
  ...
  [172 165 136]
  [168 162 133]
  [170 163 134]]

 [[102  96  71]
  [ 86  84  66]
  [ 54  55  42]
  ...
  [170 162 132]
  [164 156 127]
  [164 155 126]]

 ...

 [[231 209 206]
  [233 211 207]
  [229 206 203]
  ...
  [ 80  72  54]
  [ 77  69  52]
  [ 83  75  57]]

 [[232 208 206]
  [233 208 207]
  [234 209 207]
  ...
  [ 81  75  56]
  [ 89  82  62]
  [106 100  79]]

 [[233 207 206]
  [235 209 208]
  [235 209 208]
  ...
  [ 98  93  73]
  [113 109  87]
  [138 134 112]]]"
9739,6126.jpg,313,40,590,379,face_no_mask,"[[[ 40  48  67]
  [ 41  49  68]
  [ 39  47  66]
  ...
  [ 26  27  48]
  [ 25  26  47]
  [ 24  25  46]]

 [[ 42  50  69]
  [ 45  53  72]
  [ 45  53  72]
  ...
  [ 23  24  45]
  [ 21  22  43]
  [ 20  21  42]]

 [[ 40  47  66]
  [ 44  51  70]
  [ 46  53  72]
  ...
  [ 25  26  47]
  [ 24  25  46]
  [ 22  23  44]]

 ...

 [[  2 143 235]
  [  1 142 234]
  [  2 143 235]
  ...
  [ 22  23  44]
  [ 22  23  44]
  [ 22  23  44]]

 [[  1 142 234]
  [  0 141 233]
  [  0 141 233]
  ...
  [ 23  24  45]
  [ 21  22  43]
  [ 21  22  43]]

 [[  0 139 234]
  [  2 141 236]
  [  0 139 234]
  ...
  [ 22  22  46]
  [ 20  20  44]
  [ 20  20  44]]]"
9740,6126.jpg,606,22,848,335,face_no_mask,"[[[ 40  48  67]
  [ 41  49  68]
  [ 39  47  66]
  ...
  [ 26  27  48]
  [ 25  26  47]
  [ 24  25  46]]

 [[ 42  50  69]
  [ 45  53  72]
  [ 45  53  72]
  ...
  [ 23  24  45]
  [ 21  22  43]
  [ 20  21  42]]

 [[ 40  47  66]
  [ 44  51  70]
  [ 46  53  72]
  ...
  [ 25  26  47]
  [ 24  25  46]
  [ 22  23  44]]

 ...

 [[  2 143 235]
  [  1 142 234]
  [  2 143 235]
  ...
  [ 22  23  44]
  [ 22  23  44]
  [ 22  23  44]]

 [[  1 142 234]
  [  0 141 233]
  [  0 141 233]
  ...
  [ 23  24  45]
  [ 21  22  43]
  [ 21  22  43]]

 [[  0 139 234]
  [  2 141 236]
  [  0 139 234]
  ...
  [ 22  22  46]
  [ 20  20  44]
  [ 20  20  44]]]"
9743,6129.jpg,649,14,850,262,face_no_mask,"[[[220 237 255]
  [220 237 255]
  [220 237 255]
  ...
  [  9  17  28]
  [  9  17  28]
  [  8  16  27]]

 [[220 237 255]
  [220 237 255]
  [220 237 255]
  ...
  [  6  14  25]
  [  7  13  25]
  [  5  13  24]]

 [[220 237 255]
  [220 237 255]
  [220 237 255]
  ...
  [  9  15  27]
  [ 11  15  27]
  [  9  15  27]]

 ...

 [[159 185 202]
  [159 185 202]
  [160 187 204]
  ...
  [181 191 201]
  [180 190 200]
  [180 190 200]]

 [[172 198 213]
  [175 201 216]
  [175 203 217]
  ...
  [182 192 202]
  [181 191 201]
  [180 190 200]]

 [[170 196 211]
  [172 198 213]
  [170 198 212]
  ...
  [182 192 202]
  [181 191 201]
  [180 190 200]]]"
9744,3142.png,333,118,390,195,face_with_mask,"[[[105 163 167]
  [104 162 166]
  [105 163 167]
  ...
  [180 215 253]
  [180 215 253]
  [180 215 253]]

 [[108 166 170]
  [108 166 170]
  [107 165 169]
  ...
  [180 215 253]
  [180 215 253]
  [180 215 253]]

 [[116 174 178]
  [116 174 178]
  [114 172 176]
  ...
  [180 215 253]
  [180 215 253]
  [180 215 253]]

 ...

 [[224 212 190]
  [224 212 190]
  [224 212 190]
  ...
  [209 204 198]
  [211 206 200]
  [211 206 200]]

 [[225 213 191]
  [225 213 191]
  [224 212 190]
  ...
  [184 179 173]
  [186 181 175]
  [202 197 191]]

 [[226 214 192]
  [225 213 191]
  [224 212 190]
  ...
  [195 190 184]
  [191 186 180]
  [208 203 197]]]"
9748,5130.jpg,199,56,257,121,face_with_mask,"[[[74 79 83]
  [75 80 84]
  [74 82 85]
  ...
  [38 37 43]
  [43 42 48]
  [46 45 51]]

 [[75 80 84]
  [75 80 84]
  [74 82 85]
  ...
  [33 32 38]
  [38 37 43]
  [41 40 46]]

 [[75 80 86]
  [75 80 86]
  [74 82 85]
  ...
  [27 26 31]
  [31 30 35]
  [33 32 37]]

 ...

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 4  4  6]
  [ 4  4  6]
  [ 4  4  6]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]]"
9749,5130.jpg,275,62,337,133,face_with_mask,"[[[74 79 83]
  [75 80 84]
  [74 82 85]
  ...
  [38 37 43]
  [43 42 48]
  [46 45 51]]

 [[75 80 84]
  [75 80 84]
  [74 82 85]
  ...
  [33 32 38]
  [38 37 43]
  [41 40 46]]

 [[75 80 86]
  [75 80 86]
  [74 82 85]
  ...
  [27 26 31]
  [31 30 35]
  [33 32 37]]

 ...

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 4  4  6]
  [ 4  4  6]
  [ 4  4  6]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]]"
9752,5551.jpg,1503,639,1923,1074,face_with_mask,"[[[180 188 190]
  [185 193 195]
  [190 195 198]
  ...
  [ 24  29   9]
  [ 23  31   8]
  [ 23  31   8]]

 [[182 190 192]
  [186 194 196]
  [189 194 197]
  ...
  [ 24  29   9]
  [ 23  31   8]
  [ 24  32   9]]

 [[185 193 196]
  [187 195 198]
  [189 194 197]
  ...
  [ 25  30   8]
  [ 23  31   8]
  [ 24  32   9]]

 ...

 [[ 18  17  13]
  [ 17  16  12]
  [ 14  13   9]
  ...
  [140 123 105]
  [143 126 108]
  [133 116  98]]

 [[ 19  18  14]
  [ 18  17  13]
  [ 16  15  11]
  ...
  [144 127 109]
  [151 134 116]
  [154 137 119]]

 [[ 19  18  14]
  [ 20  19  15]
  [ 19  18  14]
  ...
  [155 138 120]
  [156 139 121]
  [163 146 128]]]"
9754,4206.png,316,3,471,136,face_with_mask,"[[[ 52  67  57]
  [ 61  72  64]
  [ 66  76  68]
  ...
  [141 159 147]
  [142 160 148]
  [145 163 151]]

 [[ 55  70  61]
  [ 63  74  66]
  [ 67  77  69]
  ...
  [136 154 142]
  [136 155 143]
  [137 156 144]]

 [[ 55  70  61]
  [ 62  73  65]
  [ 65  75  67]
  ...
  [136 155 143]
  [135 155 143]
  [136 156 144]]

 ...

 [[ 54  59  53]
  [ 55  60  54]
  [ 56  61  55]
  ...
  [107 108 102]
  [106 107 101]
  [105 106 100]]

 [[ 53  58  52]
  [ 54  59  53]
  [ 55  60  54]
  ...
  [106 107 101]
  [106 107 101]
  [106 107 101]]

 [[ 54  59  53]
  [ 54  59  53]
  [ 55  60  54]
  ...
  [105 106 100]
  [105 106 100]
  [106 107 101]]]"
9756,4563.png,144,7,429,374,face_with_mask,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 60  83  84]
  [ 42  61  61]
  [ 27  43  41]
  ...
  [160 164 152]
  [153 158 149]
  [151 157 150]]

 [[ 65  90  94]
  [ 48  68  71]
  [ 33  49  50]
  ...
  [153 155 143]
  [155 162 152]
  [157 164 157]]

 ...

 [[ 10  16  16]
  [ 10  16  16]
  [ 12  18  18]
  ...
  [ 77  73  61]
  [ 84  81  67]
  [ 90  88  73]]

 [[ 11  17  17]
  [ 10  16  16]
  [ 11  17  17]
  ...
  [ 86  82  70]
  [ 90  87  74]
  [ 96  94  79]]

 [[ 10  16  16]
  [  9  15  15]
  [ 10  16  16]
  ...
  [ 99  95  83]
  [101  99  84]
  [105 103  88]]]"
9761,5445.jpg,416,82,467,217,face_with_mask,"[[[124 121 114]
  [112 109 102]
  [101  96  90]
  ...
  [ 87  93  93]
  [ 90  96  94]
  [ 85  91  87]]

 [[123 120 113]
  [111 108 101]
  [101  96  90]
  ...
  [ 84  90  90]
  [ 86  92  88]
  [ 84  91  84]]

 [[126 123 118]
  [114 111 106]
  [104  99  95]
  ...
  [ 93  99  97]
  [ 86  96  88]
  [ 80  90  81]]

 ...

 [[ 28  24  41]
  [ 20  16  30]
  [ 21  20  28]
  ...
  [165 166 158]
  [167 169 158]
  [165 167 156]]

 [[ 30  26  43]
  [ 20  16  30]
  [ 19  18  26]
  ...
  [169 170 162]
  [169 171 160]
  [165 167 156]]

 [[ 33  29  46]
  [ 19  17  30]
  [ 17  16  24]
  ...
  [168 169 161]
  [166 168 157]
  [159 161 150]]]"
9767,1882.jpg,103,89,359,373,face_with_mask,"[[[115 120 123]
  [117 122 125]
  [120 125 128]
  ...
  [ 85  87  86]
  [ 85  86  90]
  [ 85  86  90]]

 [[117 122 125]
  [118 123 126]
  [121 126 129]
  ...
  [ 86  88  87]
  [ 85  86  88]
  [ 85  86  90]]

 [[119 124 127]
  [120 125 128]
  [122 127 130]
  ...
  [ 88  90  89]
  [ 86  87  89]
  [ 86  87  89]]

 ...

 [[ 68  64  63]
  [ 68  64  63]
  [ 68  64  63]
  ...
  [102  98  97]
  [ 99  98  94]
  [ 99  98  94]]

 [[ 69  65  64]
  [ 69  65  64]
  [ 68  64  63]
  ...
  [101  97  94]
  [ 99  98  94]
  [ 99  98  94]]

 [[ 66  62  63]
  [ 66  62  63]
  [ 66  62  63]
  ...
  [100  96  93]
  [ 98  97  93]
  [ 98  97  93]]]"
9773,6066.jpg,16,75,168,241,face_no_mask,"[[[ 44  34  24]
  [ 44  34  24]
  [ 43  34  25]
  ...
  [152  94  31]
  [149  91  28]
  [138  83  19]]

 [[ 42  34  23]
  [ 42  34  23]
  [ 42  33  24]
  ...
  [147  88  28]
  [144  88  27]
  [140  84  23]]

 [[ 40  34  22]
  [ 40  34  22]
  [ 41  34  24]
  ...
  [143  86  31]
  [145  89  32]
  [147  91  34]]

 ...

 [[ 36  42  38]
  [ 39  45  41]
  [ 42  48  44]
  ...
  [ 23  39  29]
  [ 23  39  29]
  [ 24  40  30]]

 [[ 36  42  38]
  [ 38  44  40]
  [ 41  47  43]
  ...
  [ 23  39  29]
  [ 24  40  30]
  [ 24  40  30]]

 [[ 37  43  39]
  [ 39  45  41]
  [ 41  47  43]
  ...
  [ 23  39  29]
  [ 24  40  30]
  [ 25  41  31]]]"
